district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"Mountain Lake Public Schools, MN",2723010,64265,76316,NA,4.4,4.4,10,77.8,22.2,133900
"Murray County Central School District, MN",2700090,69792,90441,NA,3.5,5.3,6,79,21,159200
"Nashwauk-Keewatin School District, MN",2723310,62474,78151,NA,5.9,6.9,11.3,88.3,11.7,130800
"Nett Lake Public School District, MN",2733720,49375,51250,NA,14.2,13.3,29.6,43.2,56.8,75000
"Nevis Public School District, MN",2723370,73382,78233,NA,6,5.1,2.5,95.4,4.6,286000
"New London-Spicer School District, MN",2723400,91615,109806,NA,1.7,3.9,2.6,87.5,12.5,320900
"New Prague Area Schools, MN",2723430,123730,138713,NA,2.8,2.8,2.4,88.3,11.7,386900
"New Ulm Public School District, MN",2723490,69804,92294,NA,2.3,4.4,5.1,77.8,22.2,185900
"New York Mills Public School District, MN",2723520,69476,81875,NA,2.7,6,4.9,79.5,20.5,173600
"Nicollet Public School District, MN",2723580,92212,102700,NA,1.5,2.4,2.6,80.1,19.9,248100
"Norman County East School District, MN",2700101,66944,86413,NA,4.5,5.2,7.9,84.8,15.2,132100
"North Branch Public Schools, MN",2723820,96067,112489,NA,4.5,4.2,5.2,89,11,283600
"North St. Paul-Maplewood School District, MN",2723850,86964,106357,NA,3.4,4.7,7.3,74.9,25.1,286300
"Northfield Public School District, MN",2723880,92793,117718,NA,6,4.5,4.3,77.8,22.2,315700
"Northland Community Schools, MN",2730870,55519,70733,NA,8.6,8.4,10.2,88.8,11.2,272900
"NRHEG School District, MN",2700089,73650,92558,NA,4,4.3,3.5,83.3,16.7,192100
"Ogilvie Public School District, MN",2723970,73309,79909,NA,4.6,5.9,7.1,86.3,13.7,214600
"Onamia Public School District, MN",2725050,57500,66076,NA,9.4,9,12.3,75.3,24.7,204900
"Orono Public School District, MN",2725080,146736,175469,NA,1.9,2.7,2.7,84.3,15.7,713900
"Ortonville Public Schools, MN",2700328,63412,80234,NA,1.9,4.7,7.3,77.2,22.8,117000
"Osakis Public School District, MN",2725140,64113,80972,NA,1.9,4.9,8.3,79.3,20.7,215700
"Osseo Public School District, MN",2725200,100407,123652,NA,4,4.9,7.1,75.5,24.5,328200
"Owatonna Public School District, MN",2728050,80428,103855,NA,3.5,3.3,7.1,75.8,24.2,221900
"Park Rapids Public School District, MN",2728080,65902,80099,NA,4.3,6.7,10.4,74.4,25.6,249000
"Park Rapids Public School District in Pine Point (9-12), MN",2727001,40455,41364,NA,22.7,14,47,61,39,76400
"Parkers Prairie Public School District, MN",2728110,72292,82386,NA,3.8,3.4,2.8,87.9,12.1,221500
"Paynesville Public School District, MN",2728140,78208,91729,NA,2.8,5,5.3,81.8,18.2,231900
"Pelican Rapids Public School District, MN",2728170,74726,88045,NA,4.8,7.9,7.9,84.8,15.2,268800
"Pequot Lakes Public Schools, MN",2728200,80317,97500,NA,4.6,5.9,1.9,85.8,14.2,328500
"Perham-Dent Public School District, MN",2728230,70214,91674,NA,8.8,4,5.7,81.1,18.9,266800
"Pierz Public School District, MN",2728320,74777,93708,NA,3.3,4.6,5.1,84.6,15.4,235900
"Pillager Public School District, MN",2728350,84483,95417,NA,5.6,5.5,4.9,90.4,9.6,267000
"Pine City Public School District, MN",2728380,70625,85795,NA,4.7,5.2,12,83.9,16.1,222800
"Pine Island Public School District, MN",2728950,104016,123537,NA,4.2,2,2.1,80.4,19.6,340500
"Pine Point Public School District, MN",2728960,40455,41364,NA,22.7,14,47,61,39,76400
"Pine River-Backus Public School District, MN",2728970,56651,68910,NA,4.5,7.6,9.2,85.6,14.4,207100
"Pipestone Area School District, MN",2700108,68878,79692,NA,3.7,6.5,9.8,77.7,22.3,124300
"Plainview-Elgin-Millville, MN",2700287,76570,97011,NA,3,4,6.3,80,20,245200
"Princeton Public School District, MN",2730030,92519,104272,NA,3.8,3.7,7.2,85,15,278800
"Prinsburg Public School District, MN",2716830,98542,102614,NA,0.7,5.7,2.2,91.7,8.3,167400
"Prior Lake-Savage Area Schools, MN",2730060,131546,149886,NA,2.8,2.6,2.7,86.7,13.3,411000
"Proctor Public School District, MN",2730090,87375,108389,NA,5.2,2.9,4.8,86.4,13.6,231600
"Randolph Public School District, MN",2730150,112750,123967,NA,4.3,2.7,2.2,91.3,8.7,415700
"Red Lake County Central Public Schools, MN",2700385,78889,101071,NA,1,2.7,8.6,83.8,16.2,150200
"Red Lake Falls Public School District, MN",2730450,66528,93250,NA,1.4,2.3,8,82,18,151800
"Red Lake Public School District, MN",2730510,51607,47896,NA,19.9,23.9,50.5,62.8,37.2,99900
"Red Rock Central School District, MN",2700132,61979,80439,NA,2.9,6.7,7.9,86.5,13.5,105800
"Red Wing Public School District, MN",2730480,69134,87908,NA,4.8,7.8,8.1,74.1,25.9,229900
"Redwood Area School District, MN",2700182,67331,82618,NA,1.4,6.2,7.5,77.5,22.5,154600
Remainder (Unified),2799999,63288,78012,NA,4.1,7.4,13.9,68.5,31.5,134300
Remainder (Elementary),2799999,84340,107107,NA,4,4.6,7.4,72.3,27.7,287000
Remainder (Secondary),2799999,84316,107075,NA,4,4.6,7.4,72.3,27.7,286900
"Renville County West School District, MN",2700163,68188,77880,NA,3,4.8,6.8,79.7,20.3,132700
"Richfield Public School District, MN",2731750,77059,100186,NA,4.4,6.7,5.7,57.9,42.1,286200
"Robbinsdale Public School District, MN",2731780,80565,107976,NA,4.1,5.5,8,65.4,34.6,298000
"Rochester Public School District, MN",2731800,87453,112991,NA,3.7,4.2,7.3,68.3,31.7,281500
"Rockford Public School District, MN",2732070,106209,138214,NA,2.4,4.6,4.7,85.6,14.4,345000
"Rocori Public School District, MN",2709440,87722,100273,NA,3.4,3.2,5.9,84.3,15.7,280700
"Roseau Public School District, MN",2732250,77633,89236,NA,3,3.5,4.3,78.8,21.2,169700
"Rosemount-Apple Valley-Eagan, MN",2732390,112970,132360,NA,3.5,3,3.9,79.2,20.8,363100
"Roseville Public School District, MN",2732430,84960,117040,NA,6.1,3.6,6.8,67.4,32.6,313300
"Rothsay Public School District, MN",2732460,91563,93182,NA,0.9,5.3,3.1,89.8,10.2,209000
"Round Lake-Brewster Public Schools, MN",2700388,68750,86042,NA,2.7,11.1,3.5,84.1,15.9,144100
"Royalton Public School District, MN",2732520,82825,102188,NA,4.3,3.5,3.9,81.9,18.1,253500
"RTR Public Schools, MN",2700294,73413,79661,NA,1.9,5.9,5.3,84.7,15.3,154800
"Rush City Public School District, MN",2732550,75069,84630,NA,3.5,3.4,7.9,80.9,19.1,269400
"Rushford-Peterson Public Schools, MN",2728290,74286,95179,NA,2.5,3.6,7.1,84,16,225700
"Sartell-St. Stephen School District, MN",2732820,85553,112500,NA,2.6,2.8,3,66.8,33.2,280300
"Sauk Centre Public School District, MN",2732850,74005,89708,NA,5,8.8,7.7,72.4,27.6,231300
"Sauk Rapids-Rice Public Schools, MN",2732880,73393,93913,NA,2.8,2.9,4.9,70.8,29.2,233200
"Sebeka Public School District, MN",2732970,54605,66484,NA,3.3,7.9,10,81.2,18.8,158200
"Shakopee Public School District, MN",2733000,106134,120529,NA,3.6,4.9,8.3,76.1,23.9,358000
"Sibley East School District, MN",2700102,74450,90896,NA,2.8,4.2,5.6,79,21,200900
"Sleepy Eye Public School District, MN",2733210,69839,91477,NA,3.1,3,4.4,87.5,12.5,145500
"South Koochiching School District, MN",2732700,64600,71750,NA,2.9,2.8,7.4,92.6,7.4,153400
"South St. Paul Public School District, MN",2733270,82802,99076,NA,5.8,6.6,10.1,71.4,28.6,249400
"South Washington County School District, MN",2733810,116849,136330,NA,3.1,3.2,3.1,82.5,17.5,365500
"Southland Public School District, MN",2702720,86683,103250,NA,2.6,3.4,4.4,86.8,13.2,189600
"Spring Grove School District, MN",2733300,62768,78281,NA,3.8,6.8,6.3,72.6,27.4,164000
"Spring Lake Park Public Schools, MN",2733330,92139,113211,NA,5.5,5.9,7.6,79.7,20.3,288000
"Springfield Public School District, MN",2733390,64133,75739,NA,1.9,2.8,5.6,78.9,21.1,132600
"St. Anthony-New Brighton Schools, MN",2733420,85993,116225,NA,1.8,2.4,4.7,59.5,40.5,339500
"St. Charles Public School District, MN",2733450,91250,106938,NA,2.3,11.3,1.5,85.1,14.9,237600
"St. Clair Public School District, MN",2733480,99324,106827,NA,3,2.8,1.8,92.4,7.6,275300
"St. Cloud Public School District, MN",2733510,63986,81126,NA,6,4.3,13.7,55.1,44.9,220500
"St. Francis Public School District, MN",2733540,111958,123758,NA,2.7,3.7,4.3,92.7,7.3,336200
"St. James Public School District, MN",2733600,63724,83295,NA,7.8,10.6,9.8,79.6,20.4,115100
"St. Louis County School District, MN",2700008,68132,81369,NA,5.4,3.7,5.1,90.2,9.8,181200
"St. Louis Park Public School District, MN",2733780,94286,143652,NA,2.9,2.9,4,59.1,40.9,361100
"St. Michael-Albertville School District, MN",2733790,121709,131569,NA,1.8,2.5,1.8,88.9,11.1,324600
"St. Paul Public School District, MN",2733840,69919,91077,NA,5,6.5,15.3,53,47,264900
"St. Peter Public School District, MN",2733870,75769,101172,NA,2.6,4.4,12,68.9,31.1,245900
"Staples-Motley School District, MN",2733900,57791,69882,NA,3.3,5.8,9.6,82,18,189200
"Stephen-Argyle Central Schools, MN",2700127,82875,102596,NA,1.8,3,2.8,85.4,14.6,137100
"Stewartville Public School District, MN",2738160,94900,110679,NA,1.2,2.9,6.9,82.8,17.2,265200
"Stillwater Area Public School District, MN",2738190,115769,136363,NA,2.3,2.7,3.7,82.1,17.9,444000
"Swanville Public School District, MN",2738280,71827,83194,NA,2.2,3.4,3.2,85.1,14.9,241600
"Thief River Falls School District, MN",2738850,72526,94620,NA,1.8,3.1,5.9,72.1,27.9,176000
"Tracy Area Public School District, MN",2700326,66616,88606,NA,3.5,6,7.3,86.1,13.9,138600
"Tri-City United School District, MN",2700379,78910,96170,NA,3.4,5,5.6,85.2,14.8,257200
"Tri-County School District, MN",2791446,57143,81875,NA,5.9,4,7.4,81.2,18.8,116100
"Triton School District, MN",2740665,84212,96250,NA,3.1,6.5,4.2,83.9,16.1,187100
"Truman Public School District, MN",2740680,68443,76563,NA,1.1,9.9,8.6,70.7,29.3,118400
"Ulen-Hitterdal Public School District, MN",2740810,59432,87663,NA,3.7,4.6,7.4,84,16,189500
"Underwood Public School District, MN",2740830,80721,92016,NA,2.4,2.9,4.4,93.1,6.9,259500
"United South Central School District, MN",2700005,58411,71295,NA,4.4,3.5,8.6,82.7,17.3,102800
"Upsala Public School District, MN",2740860,71800,85875,NA,2.4,5.9,3,86.6,13.4,218400
"Verndale Public School District, MN",2740920,59583,78448,NA,5.8,9.6,5.1,84.2,15.8,158600
"Wabasha-Kellogg Public School District, MN",2741060,68313,90264,NA,2.1,2.7,4.6,80.8,19.2,213000
"Wabasso Public School District, MN",2741430,69148,82500,NA,2.4,5.8,3.4,84,16,149400
"Waconia Public School District, MN",2741460,113952,136818,NA,2.6,2.7,1,84.8,15.2,400500
"Wadena-Deer Creek School District, MN",2700022,54430,75000,NA,7.1,7.5,19,67.2,32.8,164100
"Walker-Hackensack-Akeley School District, MN",2702910,60578,79375,NA,5.9,6.1,9.7,82.7,17.3,246700
"Warren-Alvarado-Oslo School District, MN",2700024,66625,89148,NA,1.7,4.7,4.8,78.6,21.4,138500
"Warroad Public School District, MN",2741850,62775,76739,NA,5.9,6.8,7.4,77.5,22.5,168500
"Waseca Public School District, MN",2741880,68995,88886,NA,3.6,4.4,7.7,78.7,21.3,192200
"Watertown-Mayer Public School District, MN",2741910,108484,119156,NA,1.4,6,1.6,88.4,11.6,323600
"Waterville-Elysian-Morristown Public School District, MN",2700013,86090,99613,NA,4.1,3.9,5.2,84.5,15.5,264100
"Waubun-Ogema-White Earth Public Schools, MN",2742120,58516,72344,NA,10.3,13.2,24.4,75.3,24.7,165200
"Wayzata Public School District, MN",2742160,147746,189591,NA,2.5,2.4,2.8,75.5,24.5,527900
"West Central Area, MN",2700104,68594,82156,NA,3.7,4.9,8.6,82,18,164400
"West St. Paul-Mendota Heights-Eagan, MN",2742270,83879,112816,NA,4,5.4,6.5,62.9,37.1,324100
"Westbrook-Walnut Grove Schools, MN",2700183,63311,90294,NA,1,9.8,8.6,79,21,101200
"Westonka Public School District, MN",2722920,107691,151138,NA,3.6,2.1,6.9,74.2,25.8,455300
"Wheaton Area Public School District, MN",2742330,56500,91364,NA,4.1,1.8,12.3,83,17,106100
"White Bear Lake School District, MN",2742360,95377,121218,NA,4,2.8,3.5,77.1,22.9,322300
"Willmar Public School District, MN",2742720,65326,80236,NA,4.7,7,13.9,65.8,34.2,185700
"Willow River Public School District, MN",2742750,68472,81607,NA,5.8,6.9,9.9,88.9,11.1,209300
"Win-E-Mac School District, MN",2791449,56447,82177,NA,2.4,9.3,9.7,74.3,25.7,156800
"Windom Public School District, MN",2742780,66250,84449,NA,4.1,3.6,8.3,75.1,24.9,156300
"Winona Area Public School District, MN",2744070,59306,89678,NA,2.9,4.1,6.8,65,35,191700
"Worthington Public School District, MN",2744160,61612,75405,NA,3.3,13.6,8.4,70.2,29.8,165800
"Wrenshall Public School District, MN",2744190,81307,95238,NA,7.8,4.5,5.9,91.1,8.9,220800
"Yellow Medicine East, MN",2700099,66631,91950,NA,4.6,4.9,5,78.9,21.1,144700
"Zumbrota-Mazeppa School District, MN",2745735,87639,108508,NA,3.2,3.5,3.1,81.2,18.8,262100
"Aberdeen School District, MS",2800360,46319,62931,NA,5.4,10.7,12.4,67.2,32.8,98400
"Alcorn School District, MS",2800390,51797,61601,NA,4.9,11.9,13.7,78.5,21.5,110900
"Amite County School District, MS",2800420,34866,43722,NA,7.5,11.4,20.5,80.9,19.1,91400
"Amory School District, MS",2800450,53333,71228,NA,6.7,11.1,17.4,68.8,31.2,107700
"Attala County School District, MS",2800510,46043,49280,NA,7.3,9.7,16.9,88.1,11.9,88700
"Baldwyn School District, MS",2800540,49906,73102,NA,6.5,7.2,17.1,79.1,20.9,115200
"Bay St. Louis School District, MS",2800570,62917,78283,NA,8.9,11.5,16.4,73.4,26.6,221300
"Benton County School District, MS",2800600,38750,53118,NA,4.4,13.8,16.9,81,19,96200
"Biloxi Public School District, MS",2800630,54894,70161,NA,7.8,13.4,13.4,44.6,55.4,188900
"Booneville School District, MS",2800820,45057,52176,NA,7,8.9,12.4,57.3,42.7,112900
"Brookhaven School District, MS",2800840,41768,58033,NA,4.9,10.7,14.1,68,32,127100
"Calhoun County School District, MS",2800870,44505,57188,NA,4.2,11.5,13,71.2,28.8,82900
"Canton Public School District, MS",2800900,40577,57617,NA,4.6,14.7,18.6,48.3,51.7,193800
"Carroll County School District, MS",2800930,42285,66321,NA,6,7.5,13,82.3,17.7,103700
"Choctaw County School District, MS",2800990,41887,60489,NA,7.3,12.4,15.2,76.2,23.8,104200
"Claiborne County School District, MS",2801020,34282,37063,NA,9,19.5,19,75.5,24.5,78500
"Clarksdale Municipal School District, MS",2801050,35377,41307,NA,12.6,13.9,32.1,48.1,51.9,84700
"Cleveland School District, MS",2800750,44231,57083,NA,5.6,14,19.7,61.3,38.7,158600
"Clinton Public School District, MS",2801090,70969,79760,NA,4.7,8.8,5.9,71.1,28.9,203000
"Coahoma County School District, MS",2801110,39590,54130,NA,6.6,12.2,18.4,65.6,34.4,83500
"Coffeeville School District, MS",2801140,32113,57542,NA,8.5,14.1,9.3,69,31,80900
"Columbia School District, MS",2801170,35572,56563,NA,4.6,12.7,15.6,69.6,30.4,99400
"Columbus Municipal School District, MS",2801200,43906,61212,NA,8.1,12.2,18.4,50.5,49.5,139000
"Copiah County School District, MS",2801220,47447,63207,NA,3.3,15,15.4,80,20,92200
"Corinth School District, MS",2801260,40514,55368,NA,8.4,16.1,26.8,50.5,49.5,153900
"Covington County School District, MS",2801290,40164,51913,NA,5.8,9.9,18.2,75.4,24.6,76700
"DeSoto County School District, MS",2801320,79666,90760,NA,4.4,8.9,7.7,76.4,23.6,227600
"East Jasper School District, MS",2801380,43302,55585,NA,3,10.3,13.5,88,12,119600
"East Tallahatchie School District, MS",2801410,41458,54337,NA,9.1,16.3,20.5,71.8,28.2,86000
"Enterprise School District, MS",2801440,54293,80143,NA,3.5,10.5,9.4,91.6,8.4,135900
"Forest Municipal School District, MS",2801470,51102,62770,NA,8.1,18.3,10.5,64.4,35.6,101700
"Forrest County Schools, MS",2801490,58462,71310,NA,6.1,11.8,13.8,73.3,26.7,140400
"Franklin County School District, MS",2801530,43942,51740,NA,2.6,10.9,15.4,75.9,24.1,96200
"George County School District, MS",2801560,51349,63144,NA,10.4,13.6,11,81.9,18.1,157200
"Greene County School District, MS",2801590,50000,63668,NA,12.6,14.1,13.1,76.2,23.8,97500
"Greenville Public School District, MS",2801620,32927,42304,NA,12.3,13.3,23.1,50.9,49.1,88400
"Grenada School District, MS",2801680,45745,62879,NA,4.1,12.8,10.9,68.3,31.7,130100
"Gulfport School District, MS",2801710,39076,49814,NA,13.2,17.1,23,44.8,55.2,172200
"Hancock County School District, MS",2801740,64384,82386,NA,4.7,9.6,10.5,84.8,15.2,183900
"Harrison County School District, MS",2801770,59600,70308,NA,7.8,14,16.1,69.2,30.8,180200
"Hattiesburg Public School District, MS",2801800,36290,46625,NA,8.6,13,23.7,35.2,64.8,134300
"Hazlehurst City School District, MS",2801830,43953,56673,NA,8.7,13.2,22.7,68.5,31.5,95900
"Hinds County School District, MS",2801860,68949,78622,NA,4.3,8.8,6.9,81.8,18.2,171400
"Hollandale School District, MS",2801890,37266,42169,NA,15.1,12,24.9,57.6,42.4,82200
"Holly Springs School District, MS",2801950,57360,62788,NA,5.6,9.9,13.2,68.7,31.3,143200
"Humphreys County School District, MS",2802040,31907,34909,NA,13.7,15.5,30.6,59.9,40.1,79900
"Itawamba County School District, MS",2802100,57252,68647,NA,2.8,10.5,7.2,79.8,20.2,114300
"Jackson County School District, MS",2802160,64279,74916,NA,6.7,12.5,10.4,76.7,23.3,172600
"Jackson Public School District, MS",2802190,41820,51747,NA,9.5,14.4,18.8,48.3,51.7,101800
"Jefferson County School District, MS",2802220,31544,37130,NA,5.4,11.3,24.4,72.3,27.7,76400
"Jefferson Davis County School District, MS",2802250,36473,55145,NA,9.2,12.7,20.9,81.9,18.1,87800
"Jones County School District, MS",2802280,56953,70190,NA,2.8,10.9,11.9,78.3,21.7,123800
"Kemper County School District, MS",2802310,42947,51650,NA,14.1,14.8,16.1,76.8,23.2,89300
"Kosciusko School District, MS",2802340,35900,59167,NA,7.1,10.1,19.3,66.2,33.8,111300
"Lafayette County School District, MS",2802370,60829,66694,NA,2.1,11.9,3.1,85.4,14.6,198200
"Lamar County School District, MS",2802400,69104,80361,NA,5.7,12.9,10.6,69.8,30.2,208400
"Lauderdale County School District, MS",2802430,60644,70264,NA,2.7,9.5,12.2,80.9,19.1,157200
"Laurel School District, MS",2802460,35921,44042,NA,6.6,11.6,23.8,64,36,109800
"Lawrence County School District, MS",2802490,41096,52156,NA,12,13.9,18.7,78.7,21.3,104300
"Leake County School District, MS",2802520,46669,56044,NA,6,15.9,12.8,76,24,98800
"Lee County School District, MS",2802550,65380,79064,NA,6.5,12.3,10.8,73.5,26.5,163500
"Leland School District, MS",2802610,50709,61451,NA,4.7,14,16.7,71.7,28.3,108900
"Lincoln County School District, MS",2802640,58071,69536,NA,3.7,17.1,9.4,84.3,15.7,129900
"Long Beach School District, MS",2802670,65199,81234,NA,5.3,10.7,11.4,63.6,36.4,190500
"Louisville Municipal School District, MS",2802700,45516,54219,NA,6.9,11,19.6,71.5,28.5,110100
"Lowndes County School District, MS",2802730,67114,85934,NA,4.2,8.7,6.4,77.2,22.8,173300
"Madison County School District, MS",2802790,88417,108630,NA,4.1,5.9,3.7,78.2,21.8,270500
"Marion County School District, MS",2802820,39695,47411,NA,12.1,17.5,10,85.2,14.8,106800
"Marshall County School District, MS",2802850,48057,59566,NA,4.5,12.3,8.7,81,19,154500
"McComb School District, MS",2802880,39127,46941,NA,6.9,12.1,22.5,52.4,47.6,120300
"Meridian Public School District, MS",2802910,32797,46223,NA,8.6,10.3,23.8,45.9,54.1,97800
"Monroe County School District, MS",2802940,57103,68988,NA,4,8.6,8.6,89.2,10.8,121600
"Moss Point School District, MS",2803000,44699,62610,NA,10.3,17.6,11.2,79.4,20.6,98100
"Natchez-Adams School District, MS",2803030,37271,50903,NA,7.1,12.7,16.9,65,35,99300
"Neshoba County School District, MS",2803060,50471,58009,NA,9.5,13.4,15,77.3,22.7,91900
"Nettleton School District, MS",2803090,47935,53731,NA,4.2,11.4,9,73.3,26.7,115700
"New Albany Public Schools, MS",2803120,50274,64034,NA,1.4,11,7.9,62.4,37.6,136800
"Newton County School District, MS",2803150,53317,66642,NA,3,18.3,7.6,84.1,15.9,113300
"Newton Municipal School, MS",2803180,42823,54242,NA,5.5,9,13.9,67.9,32.1,85500
"North Bolivar Consolidated School District, MS",2800186,29363,33111,NA,9.7,14.5,36.5,52.8,47.2,83100
"North Panola School District, MS",2803210,34420,51938,NA,12.6,19,19.6,58.9,41.1,82600
"North Pike School District, MS",2803240,46937,58385,NA,6.8,14.7,18.2,72.1,27.9,139400
"North Tippah School District, MS",2803270,43364,60429,NA,4.7,16.6,11.8,78,22,110700
"Noxubee County School District, MS",2803300,42298,44909,NA,9.3,18.7,27.7,74.6,25.4,85000
"Ocean Springs School District, MS",2803360,75634,90255,NA,6.6,9.3,3.6,70.5,29.5,212200
"Okolona Separate School District, MS",2803390,39068,45645,NA,5.1,12.2,17.6,62,38,82900
"Oxford School District, MS",2803450,59094,90474,NA,3.1,7.9,4.3,54.1,45.9,300500
