district_key,total_rev_2122,total_exp_2122,cap_outlay_2122,debt_out_end_2122,debt_out_start_2122,debt_issued_2122,debt_retired_2122,debt_service_funds_2122,bond_funds_2122,other_funds_2122,GeoId,debt_district_only,debt_expanded
SANTA FE TRAIL | KANSAS,15462000,15536000,584000,2535000,2855000,0,320000,693000,0,2826000,2010410,2535000,6054000
SANTA FE TRAIL BOCES | COLORADO,5257000,4915000,354000,0,0,0,0,0,0,912000,0800014,0,912000
SANTA FE TRAIL BOCES AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800271,NA,0
SANTA GERTRUDIS ISD | TEXAS,10868000,9797000,787000,710000,1390000,0,680000,0,0,7460000,4839300,710000,8170000
SANTA LUCIA ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635830,NA,0
SANTA LUCIA ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635830,NA,0
SANTA LUCIA ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635830,NA,0
SANTA MARIA ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635490,NA,0
SANTA MARIA ISD | TEXAS,13826000,15881000,3526000,13095000,13505000,0,410000,23000,823000,2251000,4839330,13095000,16192000
SANTA MARIA JOINT UNION HIGH | CALIFORNIA,192424000,196916000,50092000,166180000,102054000,67000000,2874000,16970000,42202000,102372000,0635670,166180000,327724000
SANTA MARIA-BONITA | CALIFORNIA,295101000,251004000,1024000,70685000,71325000,16310000,16950000,6296000,0,195563000,0605580,70685000,272544000
SANTA MONICA BOULEVARD COMMUNITY CHARTER DISTRICT | CALIFORNIA,14221000,12362000,0,0,0,0,0,0,0,9891000,0601594,0,9891000
SANTA MONICA-MALIBU UNIFIED | CALIFORNIA,309091000,318547000,98137000,952581000,727759000,403382000,178560000,54929000,264538000,92194000,0635700,952581000,1364242000
SANTA PAULA UNIFIED | CALIFORNIA,105475000,96499000,3357000,84518000,74938000,11200000,1620000,4481000,49397000,58764000,0601421,84518000,197160000
SANTA PAULA UNION HIGH | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601421,NA,0
SANTA RITA UNION ELEMENTARY | CALIFORNIA,59269000,55095000,4493000,22683000,23072000,0,389000,1327000,0,35033000,0635790,22683000,59043000
SANTA ROSA | NEW MEXICO,13383000,11842000,204000,1525000,2000000,0,475000,279000,166000,1195000,3502400,1525000,3165000
SANTA ROSA | FLORIDA,335332000,345170000,38196000,62933000,50803000,12505000,375000,0,0,53558000,1201650,62933000,116491000
SANTA ROSA ACADEMY DISTRICT | CALIFORNIA,17016000,18252000,0,0,0,0,0,0,0,13304000,0602101,0,13304000
SANTA ROSA CITY SCHOOLS | CALIFORNIA,262050000,277444000,24942000,259824000,259824000,0,0,14612000,50183000,51225000,0601329,259824000,375844000
SANTA ROSA ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635810,NA,0
SANTA ROSA HIGH | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635830,NA,0
SANTA ROSA ISD | TEXAS,19982000,17906000,1443000,6370000,7130000,0,760000,0,0,7575000,4839360,6370000,13945000
SANTA YNEZ VALLEY CHARTER DISTRICT | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0602197,NA,0
SANTA YNEZ VALLEY UNION HIGH | CALIFORNIA,27723000,18465000,1266000,13217000,14326000,49000,1158000,1015000,842000,15146000,0635850,13217000,30220000
SANTEE | CALIFORNIA,101351000,91093000,1337000,99051000,103744000,2109000,6802000,5222000,0,45966000,0635880,99051000,150239000
SANTIAGO MIDDLE DISTRICT | CALIFORNIA,13255000,12981000,88000,0,0,0,0,0,0,0,0601894,0,0
SANTIAM CANYON SD 129J | OREGON,42062000,43599000,2408000,19985000,20435000,0,450000,0,3979000,5185000,4108100,19985000,29149000
SANTO ISD | TEXAS,7622000,6956000,421000,0,0,0,0,0,0,2822000,4839390,0,2822000
SAPULPA | OKLAHOMA,43283000,38721000,1351000,0,0,0,4963000,0,0,0,4026910,0,0
SARAH TOWLES REED HIGH SCHOOL | LOUISIANA,5912000,5619000,13000,0,0,0,0,0,0,1119000,2200295,0,1119000
SARALAND CITY | ALABAMA,45243000,50539000,7931000,73210000,75940000,0,2730000,1350000,5400000,8117000,0100185,73210000,88077000
SARANAC CENTRAL SCHOOL DISTRICT | NEW YORK,39136000,39599000,3960000,2875000,3190000,0,315000,1973000,4108000,13462000,3600009,2875000,22418000
SARANAC COMMUNITY SCHOOLS | MICHIGAN,13201000,11466000,331000,25449000,26823000,249000,1547000,439000,357000,2740000,2630930,25449000,28985000
SARANAC LAKE CENTRAL SCHOOL DISTRICT | NEW YORK,36146000,32496000,733000,7990000,9280000,0,1290000,712000,118000,11186000,3625740,7990000,20006000
SARASOTA | FLORIDA,695471000,647813000,65906000,77547000,91896000,0,14349000,30277000,1416000,17112000,1201680,77547000,126352000
SARATOGA CCSD 60C | ILLINOIS,13370000,12278000,851000,17295000,18190000,0,895000,897000,666000,5869000,1735400,17295000,24727000
SARATOGA SCHOOL DISTRICT | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0502670,NA,0
SARATOGA SPRINGS CITY SD | NEW YORK,145348000,130021000,6392000,6985000,12565000,0,5580000,1586000,22832000,34258000,3625770,6985000,65661000
SARATOGA UNION ELEMENTARY | CALIFORNIA,47614000,42995000,1177000,52283000,56105000,3003000,6825000,7623000,1911000,20878000,0635910,52283000,82695000
SARCOXIE R-II | MISSOURI,10127000,9777000,860000,180000,370000,0,190000,184000,0,3210000,2927540,180000,3574000
SARGENT CENTRAL 6 | NORTH DAKOTA,4694000,4662000,249000,250000,250000,0,0,125000,418000,1740000,3816430,250000,2533000
SARGENT PUBLIC SCHOOLS | NEBRASKA,3761000,3679000,124000,34000,34000,0,0,0,189000,2213000,3176410,34000,2436000
SARGENT SCHOOL DISTRICT NO. RE-33J | COLORADO,5867000,5141000,153000,2535000,2800000,0,265000,459000,0,3467000,0806450,2535000,6461000
SARTELL-ST. STEPHEN SCHOOL DISTRICT | MINNESOTA,59634000,54958000,2237000,90986000,96406000,0,5420000,4914000,0,20609000,2732820,90986000,116509000
SASAKWA | OKLAHOMA,3147000,3520000,347000,270000,0,270000,0,7000,0,856000,4026940,270000,1133000
SATANTA | KANSAS,4886000,5174000,93000,0,0,0,0,0,0,1111000,2011400,0,1111000
SATORI INC. (85454) | ARIZONA,1327000,1469000,0,0,0,0,0,0,0,0,0400409,0,0
SATSOP SCHOOL DISTRICT | WASHINGTON,977000,994000,32000,0,0,0,0,0,24000,1052000,5307680,0,1076000
SATSUMA CITY | ALABAMA,19348000,18706000,886000,4282000,4689000,0,407000,0,2351000,4310000,0100189,4282000,10943000
SAU-TECH CAREER CENTER | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500002,NA,0
SAUCELITO ELEMENTARY | CALIFORNIA,2759000,2629000,1433000,0,0,0,0,0,0,1095000,0635940,0,1095000
SAUCON VALLEY SD | PENNSYLVANIA,51641000,48571000,1086000,8156000,9857000,0,1701000,0,70000,20251000,4211730,8156000,28477000
SAUGATUCK PUBLIC SCHOOLS | MICHIGAN,15127000,22340000,9953000,30112000,18181000,14204000,2185000,1204000,14761000,2508000,2630960,30112000,48585000
SAUGERTIES CENTRAL SCHOOL DISTRICT | NEW YORK,74877000,70622000,3461000,0,2345000,0,2345000,224000,2088000,12240000,3625800,0,14552000
SAUGUS | MASSACHUSETTS,55985000,80713000,3968000,117798000,120400000,0,2601000,0,0,0,2510500,117798000,117798000
SAUGUS UNION | CALIFORNIA,157312000,161233000,31324000,141952000,150873000,1749000,10670000,17124000,67442000,119129000,0635970,141952000,345647000
SAUK CENTRE PUBLIC SCHOOL DISTRICT | MINNESOTA,18143000,20879000,4567000,48779000,3690000,46044000,955000,1596000,0,50154000,2732850,48779000,100529000
SAUK PRAIRIE SCHOOL DISTRICT | WISCONSIN,48601000,64039000,23674000,82029000,86661000,0,4632000,2044000,9832000,5074000,5513410,82029000,98979000
SAUK RAPIDS-RICE PUBLIC SCHOOLS | MINNESOTA,67475000,87734000,24415000,59838000,64080000,0,4242000,4224000,0,42715000,2732880,59838000,106777000
SAULT STE. MARIE AREA SCHOOLS | MICHIGAN,31142000,26413000,1363000,3623000,4971000,0,1330000,199000,2798000,6104000,2630990,3623000,12724000
SAUNEMIN CCSD 438 | ILLINOIS,3003000,2793000,92000,21000,28000,0,8000,0,356000,4158000,1700065,21000,4535000
SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT | NEW YORK,27146000,24407000,1757000,14240000,16705000,0,2465000,183000,2421000,2435000,3600002,14240000,19279000
SAUSALITO MARIN CITY | CALIFORNIA,14083000,13834000,308000,24084000,24358000,0,274000,970000,4882000,1546000,0636000,24084000,31482000
SAVA - SACRAMENTO ACAD AND VOCATIONAL ACAD - EGUSD DIST | CALIFORNIA,5978000,3883000,56000,0,0,0,0,0,0,2954000,0601796,0,2954000
SAVA - SACRAMENTO ACAD AND VOCATIONAL ACAD - SCUSD DIST | CALIFORNIA,15055000,12148000,2084000,0,0,0,0,0,0,3163000,0602348,0,3163000
SAVA - SACRAMENTO ACADEMIC AND VOCATIONAL ACADEMY DISTRICT | CALIFORNIA,2675000,3581000,480000,0,0,0,0,0,0,1548000,0602285,0,1548000
SAVAGE ELEM | MONTANA,1436000,1338000,53000,138000,238000,0,100000,0,158000,250000,3023520,138000,546000
SAVAGE H S | MONTANA,1552000,1293000,21000,87000,87000,0,0,0,225000,696000,3023550,87000,1008000
SAVANNA | OKLAHOMA,5289000,4544000,40000,0,0,0,115000,0,0,0,4027000,0,0
SAVANNA ELEMENTARY | CALIFORNIA,36618000,33910000,2602000,39432000,40733000,0,1300000,1739000,0,17641000,0636030,39432000,58812000
SAVANNAH R-III | MISSOURI,26354000,22079000,617000,0,0,0,0,0,0,9041000,2927570,0,9041000
SAVANNAH-CHATHAM COUNTY | GEORGIA,731578000,618817000,79537000,0,3642000,0,3642000,4881000,275896000,123720000,1301020,0,404497000
SAVANT PREPARATORY ACADEMY OF BUSINESS DISTRICT | CALIFORNIA,2739000,2177000,31000,0,0,0,0,0,0,0,0602301,0,0
SAVONA CENTRAL SCHOOL DISTRICT | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612390,NA,0
SAVOY | MASSACHUSETTS,1193000,1539000,5000,0,0,0,0,0,0,0,2510530,0,0
SAVOY ISD | TEXAS,5528000,5149000,366000,470000,690000,0,220000,0,0,2727000,4839450,470000,3197000
SAWYER 16 | NORTH DAKOTA,2438000,2174000,54000,0,0,0,0,185000,78000,1088000,3816470,0,1351000
SAWYERS BAR ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0606360,NA,0
SAYDEL COMM SCHOOL DISTRICT | IOWA,25777000,37861000,15960000,27413000,29499000,0,2086000,499000,5046000,8373000,1925320,27413000,41331000
SAYRE | OKLAHOMA,8538000,8665000,1365000,0,0,0,1395000,0,0,0,4027060,0,0
SAYRE AREA SD | PENNSYLVANIA,22888000,22082000,1593000,11294000,11677000,0,383000,0,833000,3636000,4220850,11294000,15763000
SAYREVILLE SCHOOL DISTRICT | NEW JERSEY,152682000,151220000,9287000,0,0,0,0,1000,1805000,21073000,3414640,0,22879000
SAYVILLE UNION FREE SCHOOL DISTRICT | NEW YORK,98502000,95370000,1888000,20480000,22940000,0,2460000,0,19000,36527000,3625920,20480000,57026000
SC GOVERNOR'S SCHOOL FOR AGRICULTURE AT JOHN DE LA HOWE SCHO | SOUTH CAROLINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4503903,NA,0
SC JENSEN CORPORATION INC. DBA INTELLI-SCHOOL (79951) | ARIZONA,1034000,918000,66000,0,0,0,0,0,0,0,0400363,0,0
SC PUBLIC CHARTER SCHOOL DISTRICT | SOUTH CAROLINA,419272000,440598000,41609000,0,0,110405000,34006000,0,0,2458000,4503901,0,2458000
SCALE LEADERSHIP ACADEMY - EAST DISTRICT | CALIFORNIA,10599000,12833000,3000,0,0,0,0,0,0,0,0601897,0,0
SCALE LEADERSHIP ACADEMY DISTRICT | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601897,NA,0
SCALES MOUND CUSD 211 | ILLINOIS,7136000,8230000,1675000,5685000,6060000,0,375000,246000,1000,7374000,1735610,5685000,13306000
SCAN CHARTER SCHOOL | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800275,NA,0
SCAPPOOSE SD 1J | OREGON,34317000,33295000,341000,19340000,21315000,0,1975000,65000,166000,5549000,4110980,19340000,25120000
SCARBOROUGH PUBLIC SCHOOLS | MAINE,62788000,59906000,770000,26476000,28829000,1247000,3600000,0,0,0,2310530,26476000,26476000
SCARSDALE UNION FREE SCHOOL DISTRICT | NEW YORK,169145000,172199000,9404000,58435000,63660000,0,5225000,0,99000,45286000,3625950,58435000,103820000
SCHALLER-CRESTLAND COMM SCHOOL DISTRICT | IOWA,7382000,6091000,550000,0,0,0,0,0,0,6953000,1925380,0,6953000
SCHALMONT CENTRAL SCHOOL DISTRICT | NEW YORK,51048000,46026000,1799000,1870000,3485000,0,1615000,0,8484000,23424000,3625980,1870000,33778000
SCHAUMBURG CCSD 54 | ILLINOIS,301474000,298465000,9323000,0,0,0,0,2080000,0,150748000,1734740,0,152828000
SCHAUPPS PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3175000,NA,0
SCHENECTADY CITY SCHOOL DISTRICT | NEW YORK,277038000,247605000,24208000,91525000,76280000,23325000,8080000,8606000,29623000,50640000,3626010,91525000,180394000
SCHENEVUS CENTRAL SCHOOL DISTRICT | NEW YORK,11192000,10329000,153000,7260000,7933000,105000,676000,329000,40000,3269000,3603060,7260000,10898000
SCHERTZ-CIBOLO-U CITY ISD | TEXAS,191765000,169411000,6273000,378844000,389050000,75095000,85302000,12540000,11566000,75694000,4839480,378844000,478644000
SCHILLER PARK SD 81 | ILLINOIS,29858000,44146000,21677000,49650000,51530000,0,1880000,510000,3173000,17890000,1735640,49650000,71223000
SCHL ARTS/SCI (CHARTER) | OKLAHOMA,4147000,4558000,171000,0,0,0,0,0,0,0,4000774,0,0
SCHLEICHER ISD | TEXAS,8291000,8292000,812000,0,0,0,0,0,0,7267000,4839510,0,7267000
SCHLESWIG COMM SCHOOL DISTRICT | IOWA,5051000,4133000,390000,2735000,3249000,0,514000,215000,0,2659000,1925410,2735000,5609000
SCHLEY COUNTY | GEORGIA,18298000,16380000,1311000,4445000,805000,3900000,260000,261000,5886000,6769000,1304470,4445000,17361000
SCHNEE LEARNING CENTER | OHIO,1197000,1219000,10000,0,0,0,0,0,0,23000,3900385,0,23000
SCHODACK CENTRAL SCHOOL DISTRICT | NEW YORK,28032000,25944000,770000,23485000,25170000,0,1685000,4000,709000,9210000,3626070,23485000,33408000
SCHOHARIE CENTRAL SCHOOL DISTRICT | NEW YORK,28218000,24573000,1234000,15345000,16465000,0,1120000,0,3623000,6371000,3626100,15345000,25339000
SCHOLAR ACADEMY | UTAH,6271000,5230000,0,0,0,0,0,0,0,3474000,4900170,0,3474000
SCHOLARMADE ACHIEVEMENT PLACE OF ARKANSAS | ARKANSAS,5542000,5590000,97000,0,0,0,0,0,0,322000,0500421,0,322000
SCHOLARS ACADEMY SUNNYSLOPE (1000377) | ARIZONA,1345000,1966000,186000,50000,0,50000,0,0,0,0,0401002,50000,50000
SCHOLARSHIP PREP - OCEANSIDE DISTRICT | CALIFORNIA,6703000,6405000,2000,0,0,0,0,0,0,0,0601600,0,0
SCHOLARSHIP PREP - ORANGE COUNTY DISTRICT | CALIFORNIA,9052000,8513000,39000,0,0,0,0,0,0,0,0601754,0,0
SCHOLARSHIP PREP - SOUTH BAY DISTRICT | CALIFORNIA,5079000,4315000,0,0,0,0,0,0,0,1800000,0602493,0,1800000
SCHOOL ADMINISTRATIVE UNIT #70 | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5099955,NA,0
SCHOOL ASSN FOR SPECIAL EDUC | ILLINOIS,36191000,37488000,312000,0,0,0,0,0,0,11588000,1701425,0,11588000
SCHOOL CITY OF EAST CHICAGO | INDIANA,61361000,55701000,1254000,13852000,6974000,8000000,1121000,1554000,8129000,28288000,1802880,13852000,51823000
SCHOOL CITY OF HAMMOND | INDIANA,204746000,195199000,15602000,192627000,199750000,0,7122000,504000,89000,13861000,1804320,192627000,207081000
SCHOOL CITY OF HOBART | INDIANA,58087000,58681000,5527000,93525000,90880000,5010000,2365000,1296000,1973000,6920000,1804590,93525000,103714000
SCHOOL CITY OF MISHAWAKA | INDIANA,73572000,65945000,5481000,33794000,34686000,2019000,2912000,1049000,143000,19330000,1806840,33794000,54316000
SCHOOL CITY OF WHITING | INDIANA,15412000,14835000,1296000,4384000,4631000,0,248000,180000,0,13046000,1813200,4384000,17610000
SCHOOL DISTRICT 27J | COLORADO,276005000,273313000,40917000,585127000,318490000,276985000,10348000,72353000,302252000,67563000,0802580,585127000,1027295000
SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO | COLORADO,96772000,96415000,6387000,62774000,61940000,6260000,5427000,7134000,0,32533000,0801950,62774000,102441000
SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C | COLORADO,1763790000,1715633000,154955000,3127910000,2945000000,398000000,215090000,0,0,341369000,0803360,3127910000,3469279000
SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF | COLORADO,122895000,126303000,14472000,61830000,62860000,1270000,2300000,4797000,8109000,65582000,0806480,61830000,140318000
SCHOOL DISTRICT NO. C-2 IN THE COUNTY OF ELBERT AND STATE OF | COLORADO,4677000,4119000,38000,0,0,0,0,0,0,3196000,0805010,0,3196000
SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT | COLORADO,4217000,3712000,374000,0,0,0,0,0,0,3511000,0806780,0,3511000
SCHOOL DISTRICT NO. RE-1 VALLEY | COLORADO,27791000,22908000,0,13310000,10680000,3975000,1345000,4527000,0,7774000,0806690,13310000,25611000
SCHOOL DISTRICT NO. RE-10 IN THE COUNTY OF WELD AND STATE O | COLORADO,4828000,4344000,172000,1345000,1645000,0,300000,514000,0,1737000,0802550,1345000,3596000
SCHOOL DISTRICT NO. RE-11 IN THE COUNTY OF WELD AND STATE OF | COLORADO,3767000,3263000,52000,2071000,2236000,0,165000,313000,0,7008000,0806720,2071000,9392000
SCHOOL DISTRICT NO. RE-12 IN THE COUNTY OF WELD AND STATE OF | COLORADO,2375000,2115000,118000,0,0,0,0,0,111000,3550000,0804440,0,3661000
SCHOOL DISTRICT NO. RE-2 BRUSH | COLORADO,26106000,24012000,1132000,33351000,34883000,0,1532000,3771000,0,13389000,0802610,33351000,50511000
SCHOOL DISTRICT NO. RE-20 WELDON VALLEY | COLORADO,3805000,3367000,126000,70000,145000,0,75000,57000,0,3669000,0807140,70000,3796000
SCHOOL DISTRICT NO. RE-3 FORT MORGAN | COLORADO,44107000,42988000,4296000,27345000,16940000,12950000,2545000,2539000,10015000,16730000,0804050,27345000,56629000
SCHOOL DISTRICT NO. RE-3 FRENCHMAN | COLORADO,3706000,12077000,345000,0,0,0,0,0,0,2454000,0803930,0,2454000
SCHOOL DISTRICT NO. RE-4 BUFFALO | COLORADO,5383000,4917000,18000,830000,950000,0,120000,260000,0,919000,0805640,830000,2009000
SCHOOL DISTRICT NO. RE-5 PLATEAU | COLORADO,3766000,3776000,297000,0,0,0,0,0,0,2562000,0806030,0,2562000
SCHOOL DISTRICT NO. RE-50 WIGGINS | COLORADO,13861000,14271000,3908000,51245000,26280000,26665000,1700000,3595000,29843000,11150000,0807290,51245000,95833000
SCHOOL DISTRICT OF THE CHATHAMS | NEW JERSEY,98723000,96428000,3036000,0,0,0,0,2000,0,11142000,3400004,0,11144000
SCHOOL FOR BLIND | KANSAS,7636000,8190000,219000,0,0,0,0,0,0,488000,2000018,0,488000
SCHOOL FOR DEAF | KANSAS,13732000,12326000,542000,0,0,0,0,0,0,0,2000019,0,0
SCHOOL FOR ENTREPRENEURSHIP AND TECHNOLOGY DISTRICT | CALIFORNIA,2960000,2860000,63000,0,0,0,0,0,0,0,0602110,0,0
SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL | NEW YORK,0,14354000,0,0,0,0,0,0,0,0,3601139,0,0
SCHOOL LANE CS | PENNSYLVANIA,23851000,20668000,390000,25375000,26050000,0,675000,0,7105000,12578000,4200030,25375000,45058000
SCHOOL OF ARTS AND ENTERPRISE DISTRICT | CALIFORNIA,12261000,12100000,814000,0,0,0,0,0,0,0,0602180,0,0
SCHOOL OF DREAMS ACADEMY | NEW MEXICO,8159000,7570000,894000,0,0,0,0,0,935000,118000,3500112,0,1053000
SCHOOL OF SCIENCE AND TECHNOLOGY | TEXAS,49221000,43979000,0,0,0,0,0,0,0,60426000,4800258,0,60426000
SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800258,NA,0
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY | TEXAS,62788000,55446000,0,0,0,0,0,0,0,63270000,4801400,0,63270000
SCHOOL OF THE OSAGE | MISSOURI,32089000,28211000,1160000,52975000,63600000,0,10625000,3089000,0,16594000,2927630,52975000,72658000
SCHOOL OF UNLIMITED LEARNING DISTRICT | CALIFORNIA,2787000,2685000,116000,0,0,0,0,0,0,0,0602164,0,0
SCHOOL PROJECT UTILITY RATE REDUCTION | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601365,NA,0
SCHOOL TOWN OF HIGHLAND | INDIANA,42086000,39578000,3115000,33723000,32375000,4317000,2968000,822000,3957000,9123000,1804560,33723000,47625000
SCHOOL TOWN OF MUNSTER | INDIANA,66493000,60443000,10778000,70565000,63840000,10100000,3375000,1684000,12990000,34528000,1807350,70565000,119767000
SCHOOL TOWN OF SPEEDWAY | INDIANA,29071000,26321000,349000,1200000,1490000,0,290000,70000,0,12472000,1810920,1200000,13742000
SCHOOLCRAFT COMMUNITY SCHOOLS | MICHIGAN,15972000,27139000,12519000,41933000,43301000,0,600000,471000,27503000,2371000,2631020,41933000,72278000
SCHOOLCRAFT LEARNING COMMUNITY CHTR | MINNESOTA,3122000,3284000,347000,3588000,3588000,0,0,0,0,423000,2700225,3588000,4011000
SCHROON LAKE CENTRAL SCHOOL DISTRICT | NEW YORK,9489000,8460000,156000,6553000,7183000,0,630000,0,337000,2851000,3626130,6553000,9741000
SCHULENBURG ISD | TEXAS,11224000,10640000,231000,5825000,6450000,0,625000,1670000,0,2986000,4839540,5825000,10481000
SCHULTER | OKLAHOMA,2114000,1912000,83000,0,0,0,0,3000,0,941000,4027090,0,944000
SCHUYLER CO. R-I | MISSOURI,10796000,8246000,722000,4330000,5420000,0,1090000,1638000,0,3544000,2927660,4330000,9512000
SCHUYLER COMMUNITY SCHOOLS | NEBRASKA,27089000,28443000,1332000,40665000,40949000,0,284000,15742000,254000,9027000,3176450,40665000,65688000
SCHUYLER GRADE SCHOOLS | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105910,NA,0
SCHUYLER-INDUSTRY CUSD 5 | ILLINOIS,22465000,19646000,5846000,520000,740000,0,220000,872000,760000,9526000,1700332,520000,11678000
SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680780,NA,0
SCHUYLERVILLE CENTRAL SCHOOL DISTRICT | NEW YORK,40234000,37020000,263000,31745000,34515000,0,2770000,0,647000,11991000,3626160,31745000,44383000
SCHUYLKILL HAVEN AREA SD | PENNSYLVANIA,23106000,27244000,5899000,18780000,17521000,2715000,1455000,145000,2610000,6620000,4220910,18780000,28155000
SCHUYLKILL IU 29 | PENNSYLVANIA,23267000,22293000,92000,0,40000,0,40000,0,0,8998000,4289390,0,8998000
SCHUYLKILL TECHNOLOGY CENTERS | PENNSYLVANIA,10647000,10779000,499000,0,0,0,0,0,2000,2807000,4280620,0,2809000
SCHUYLKILL VALLEY SD | PENNSYLVANIA,43611000,44093000,2209000,32791000,35180000,5309000,7698000,557000,20487000,9125000,4220970,32791000,62960000
SCHWARTZ | OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4014700,NA,0
SCI ACADEMY | LOUISIANA,10750000,9427000,8000,0,0,0,0,0,0,1845000,2200237,0,1845000
SCI-CAMP HILL | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4204860,NA,0
SCI-DALLAS | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4207200,NA,0
SCI-MUNCY | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4216230,NA,0
SCI-PITTSBURGH | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4219170,NA,0
SCIENCE HILL INDEPENDENT | KENTUCKY,6132000,5559000,239000,1747000,2048000,0,301000,0,0,728000,2105220,1747000,2475000
SCIENCE TECHNOLOGY ENGINEERING AND MATH ARIZONA (1000050) | ARIZONA,2752000,2493000,126000,0,0,0,0,0,0,392000,0400981,0,392000
SCIO CENTRAL SCHOOL DISTRICT | NEW YORK,11956000,10856000,318000,6086000,6716000,119000,711000,200000,369000,3216000,3626190,6086000,9871000
SCIO SD 95 | OREGON,25319000,24989000,1507000,0,0,0,0,3741000,0,4700000,4111040,0,8441000
SCIOTO COUNTY JOINT VOCATIONAL SCHOOL | OHIO,15486000,13454000,621000,0,0,0,0,0,2473000,6690000,3905149,0,9163000
SCIOTO VALLEY LOCAL | OHIO,19215000,20427000,329000,7511000,7625000,0,114000,0,38000,4146000,3904913,7511000,11695000
SCIOTOVILLE COMMUNITY SCHOOL | OHIO,5087000,4956000,331000,0,0,0,0,0,0,782000,3900123,0,782000
SCITECH ACADEMY CHARTER SCHOOL | MINNESOTA,5242000,5179000,358000,345000,345000,0,0,0,0,697000,2700439,345000,1042000
SCITUATE | MASSACHUSETTS,62213000,66468000,489000,0,304000,0,3074000,0,0,0,2510560,0,0
SCITUATE | RHODE ISLAND,28631000,29095000,637000,6167000,6557000,0,390000,0,0,0,4400960,6167000,6167000
SCOBEY K-12 SCHOOLS | MONTANA,4950000,4417000,98000,1623000,1758000,0,135000,8000,144000,1974000,3023670,1623000,3749000
SCOTCH PLAINS-FANWOOD SCHOOL DISTRICT | NEW JERSEY,132248000,126693000,1697000,0,0,0,0,0,0,24803000,3414670,0,24803000
SCOTIA UNION ELEMENTARY | CALIFORNIA,2991000,4983000,2264000,3043000,3191000,0,148000,0,0,3975000,0636100,3043000,7018000
SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT | NEW YORK,61207000,59230000,3407000,28158000,31255000,493000,3400000,0,0,13225000,3626310,28158000,41383000
SCOTLAND CO. R-I | MISSOURI,8582000,8163000,648000,0,165000,0,165000,0,0,2553000,2920700,0,2553000
SCOTLAND COUNTY SCHOOLS | NORTH CAROLINA,82391000,83085000,59000,33049000,34905000,0,1857000,0,0,9309000,3704200,33049000,42358000
SCOTLAND SCHOOL DISTRICT | CONNECTICUT,3460000,3226000,77000,750000,875000,0,125000,0,0,0,0903960,750000,750000
